260408.767848262,-1020081.03675554
255859.383275008,-1017950.68355167
255580.970654288,-1017816.31407606
255394.632432317,-1017721.27746505
255206.974646933,-1017616.6834169
255112.026742458,-1017558.63076206
254824.968627301,-1017368.39188771
254440.100024244,-1017098.5629574
250691.246993582,-1014419.74134632
250405.452988041,-1014225.0501165
250217.42547137,-1014110.83527808
250124.811801843,-1014062.56244175
250033.495688887,-1014022.24512739
249853.650935072,-1013959.26869178
249587.589433014,-1013888.17497166
248091.489336805,-1013553.1701876
245365.252573071,-1012927.30878321
245353.632000428,-1012928.08929713
245319.430002096,-1012919.90615835
245265.626966185,-1012901.76426916
245195.143970616,-1012872.21423776
245110.881247293,-1012829.64754791
245000.388760128,-1012763.03252201
244880.675180811,-1012680.50689238
244757.189261103,-1012586.97536914
244635.455227033,-1012487.93414603
244521.018864526,-1012389.07149194
244228.55448063,-1012115.61155234
241939.778935842,-1009918.56569134
241560.059474697,-1009560.37927974
241371.698960212,-1009393.49765875
241278.286279844,-1009316.51481059
241185.639361417,-1009246.04318629
241093.275495607,-1009183.08851679
241001.683854966,-1009126.72256013
240820.034535096,-1009027.01628243
240459.668120402,-1008852.08120756
239113.089294745,-1008227.21590783
236602.510313042,-1007043.09749717
236334.255473349,-1006918.26722593
236067.095381689,-1006799.91209607
235798.263852669,-1006692.0056702
235530.533997834,-1006590.67605821
230284.392029155,-1004631.24273145
229929.182183618,-1004495.12670744
229661.925956671,-1004386.94820351
229393.060591697,-1004268.33766468
229033.456257081,-1004102.06183895
226427.350809027,-1002875.41145381
225170.7814788,-1002276.44173375
224991.943877789,-1002193.91805444
224814.160471204,-1002117.2943922
224638.52638993,-1002052.93554973
224552.080929662,-1002028.64547627
224467.22776191,-1002011.50287447
224383.370217584,-1002000.1100205
224217.616580821,-1001988.64682014
224053.35207872,-1001985.76597945
219970.620796569,-1002034.63705659
219643.101085504,-1002032.17813397
219394.885502635,-1002016.13084706
219141.080219769,-1001975.59257193
218799.259871764,-1001902.50314411
214862.614897367,-1000995.30512078
214520.267176559,-1000912.68657611
214348.434049179,-1000866.95921799
214089.830771874,-1000786.15249911
213743.305155863,-1000662.48650268
208457.882760176,-998677.851764028
208112.650670132,-998550.347328846
207855.245855283,-998464.218833197
207600.361884027,-998394.406491834
207262.517958188,-998313.995851733
203220.465468619,-997385.423463064
202967.414007686,-997321.62285446
202797.772035635,-997272.282441297
202712.415578902,-997243.782588461
202626.552316999,-997211.842149394
202453.75924081,-997140.297377878
202106.151739251,-996982.292348547
198107.633034201,-995089.648290639
197848.168598786,-994971.187647893
197676.21193419,-994899.277017138
197590.798359076,-994867.316468662
197506.482588942,-994839.128002939
197338.962623859,-994790.651284344
197089.179874968,-994728.464812079
193027.107076449,-993794.697430101
192695.163555783,-993711.984322688
192528.237482743,-993663.314600827
192444.279374132,-993635.240242332
192359.721161052,-993603.761713591
192189.616587935,-993533.302517564
191847.529641843,-993377.727472881
187827.109197781,-991470.688971663
187572.508134442,-991358.707340777
187404.722916412,-991297.31604106
187321.915117035,-991274.086700762
187240.087923367,-991257.545639502
187078.592804182,-991239.393991175
186918.788297258,-991232.92363955
186759.807857892,-991232.130291101
182796.922558573,-991276.259862432
182479.102373073,-991272.713323572
182318.819033198,-991261.028347135
182237.945746836,-991249.921039484
182156.332404682,-991233.488448797
182072.927959836,-991210.279053003
181988.77257677,-991181.646512026
181904.074917103,-991149.08024439
181733.644756279,-991076.365243778
181476.749922008,-990957.896723312
180362.158606844,-990428.459959313
178992.796169482,-989781.958147101
177625.496584325,-989148.770060322
177454.632212664,-989060.41948484
177369.163497765,-989010.669028971
177283.650961355,-988954.823672697
177198.073620924,-988890.277941783
177112.403511454,-988813.536737228
177026.603630808,-988719.976513275
176942.171321076,-988608.029351989
176857.617460954,-988479.758075994
176772.980296284,-988339.565068958
176688.288114957,-988190.793451693
176603.562227982,-988035.946869089
176434.066160747,-987714.917729834
176264.569637908,-987385.917915081
175333.211455891,-985551.47139585
175079.679369259,-985056.214076731
174911.033313056,-984736.526259552
174826.923989041,-984583.460897946
174743.034215357,-984437.693949311
174659.447455065,-984302.252737349
174576.274689775,-984181.17869225
174493.661471736,-984079.791491951
174410.27725123,-984001.218508833
174327.463159986,-983942.923655704
174245.062221948,-983899.329760553
174162.956252364,-983866.220223577
174081.057012482,-983840.451255203
173999.299892917,-983819.711537799
173836.039246033,-983787.097398779
173102.30257514,-983668.773376797
172613.136509877,-983583.922799158
168622.281794806,-982850.164022361
168296.096615896,-982783.105773406
168132.007691888,-982741.024560226
168049.443197076,-982715.569648445
167967.536150818,-982686.575180332
167802.710042482,-982619.948333278
167471.127311658,-982469.786025543
163408.119602836,-980537.413569643
163161.166304473,-980428.643242993
162998.183871077,-980369.011741934
162917.609623946,-980346.431220241
162836.777150584,-980330.145122608
162676.976865033,-980312.361932359
162518.627702516,-980306.081960844
162360.979329261,-980305.342253915
161260.144962329,-980320.34509466
158271.511415486,-980342.626955465
156935.367390356,-980353.462732779
156777.602793817,-980349.727511368
156618.903973855,-980338.140205844
156538.937551294,-980327.169008877
156458.344129923,-980310.937143066
156377.160891548,-980288.326972517
156213.100829835,-980228.817840284
156047.733880197,-980158.158480131
155881.750275502,-980082.090767259
154386.13392341,-979371.004947607
150526.960041584,-977533.419640946
150131.210757149,-977349.010197793
149895.141783586,-977250.719029631
149816.994545534,-977223.001352892
149655.51353306,-977176.33039705
149415.050609529,-977122.763281186
146464.164865812,-976576.202413005
146144.264993479,-976505.873828334
145902.745417142,-976434.459733711
145497.812345791,-976289.139045394
140477.303123314,-974387.858023224
136021.698135944,-972700.509266618
135699.001271416,-972584.012149193
135459.012405445,-972512.540859662
135300.666706387,-972475.87783163
134985.137039961,-972413.891488443
130735.880727024,-971624.277389818
130264.636132211,-971538.629137246
129794.831571691,-971464.193128626
123934.615477389,-970555.972387789
119289.49227247,-969694.403713662
118895.9713944,-969616.22907387
118738.110625552,-969579.264416033
118580.646392366,-969534.66129186
118266.204696875,-969426.179419731
113860.712544826,-967752.365552109
113547.22098583,-967639.042157716
113312.898026509,-967569.147695956
113156.912701801,-967532.902752202
112845.865087007,-967471.509484694
108655.608196465,-966687.958459217
108345.859653671,-966632.399703365
108114.473853922,-966600.566480823
107935.345456204,-966590.243713082
107733.500541293,-966587.389475032
107350.659616321,-966591.901298935
101621.636915268,-966616.183935889
95969.4212066974,-966639.054580431
95664.358091039,-966643.132417087
95436.5947089047,-966656.55756569
95213.482260773,-966687.339252116
94917.3314274595,-966742.019874271
91147.0693939894,-967480.675993273
88957.3588061963,-967908.689342079
84860.8673574649,-968709.087569671
82089.8100256136,-969250.237453844
80092.1890527698,-969641.842971061
79721.5658069329,-969707.32229914
79572.6941187892,-969726.156880152
79422.2564919077,-969736.91390868
79044.6265030062,-969745.281303033
74740.0538572738,-969759.140544043
74440.0775785572,-969753.277839636
74213.4162851675,-969735.12118055
73984.097032708,-969700.935940707
73754.3924139118,-969660.01491462
69545.2526927217,-968865.706657359
69239.3085106157,-968803.556289873
69009.4853903005,-968746.656464259
68778.5840562576,-968672.098081863
68470.2551759586,-968558.941099402
65312.7461347004,-967350.239359137
65082.3587292874,-967268.800945241
64929.2079728361,-967224.040577842
64852.8734311281,-967207.038963438
64778.2648024758,-967195.059685564
64629.5807951738,-967181.527909407
64407.1734783039,-967175.286386682
62926.9269198521,-967190.250853758
62630.7393490314,-967187.522535736
62482.4086881135,-967176.911357099
62408.1150623119,-967166.575290985
62333.6904676763,-967151.088531554
62259.0874943214,-967128.566008178
62182.3713165037,-967096.598299852
62105.4727699109,-967057.28905729
62028.4446285127,-967012.650956673
61874.1495868743,-966913.093681155
61719.6959892874,-966805.972514474
60561.6469832549,-965971.524464094
57483.5223712859,-963753.592694563
57253.3811300244,-963601.505723333
57100.1679697035,-963516.995204623
57023.8934425043,-963483.435432212
56871.4973971564,-963429.853466459
56719.2241814144,-963386.832141917
56567.0157152388,-963348.919852375
55502.0939898378,-963102.387127753
52462.7588010427,-962381.730663391
52159.0180095867,-962304.328176817
51931.0321188591,-962233.589152916
51702.7976266844,-962141.235798725
51398.2778422188,-962001.186199136
47219.549048038,-959999.013262196
46916.4411041078,-959860.98264495
46765.0360727641,-959801.19141666
46689.9048352049,-959775.735601927
46464.6850480436,-959711.578367708
46239.6015348311,-959656.100491745
41968.7058145763,-958640.243234988
41744.403404912,-958593.31701814
41595.12188407,-958570.234122118
41444.7850405757,-958557.814415406
41294.6639076157,-958552.681138135
38220.7449918298,-958559.748940739
36870.7854013192,-958552.336847398
36721.4256768901,-958559.799040016
36573.0677759102,-958580.648196393
36499.5471429175,-958599.901383306
36426.6936008663,-958628.121275102
36355.4893165576,-958666.790093522
36284.9346585836,-958714.248375177
36145.0994090874,-958826.563780209
36006.2191949881,-958952.168875439
35867.7630846812,-959083.975303372
34898.8837389193,-960025.10970843
32466.1715070519,-962354.898181347
30280.4610190532,-964455.639333547
29148.9257154865,-965541.827522537
28936.0205788452,-965740.385901633
28793.3847302402,-965865.543106181
28649.575739121,-965978.061733509
28577.8628134651,-966026.448050019
28505.7662792086,-966070.65960547
28360.793656749,-966150.758510774
28142.2273010837,-966259.83410813
27776.4907067448,-966431.279211777
26892.8344663196,-966825.093218536
26748.4374505803,-966900.126814304
26678.2536944149,-966944.008255414
26610.326801472,-966995.013187636
26545.6667797871,-967056.328661588
26485.6395705188,-967132.265661422
26432.0671860988,-967228.576385776
26387.3483051168,-967352.832801427
26353.2064616526,-967512.473905224
26328.0398972834,-967700.430614034
26309.409671959,-967908.99043459
26295.4689232102,-968132.308922402
26284.8375334758,-968366.017591123
26276.4970877015,-968606.894461846
26263.9253438066,-969101.429420583
26234.3846814091,-970612.394746694
26221.8039437776,-971112.171842519
26213.8552607885,-971359.56292884
26204.1689133326,-971604.43873034
26192.0578689246,-971845.880351181
26176.6014845713,-972082.654274974
26156.5831903785,-972313.126480822
26131.5958315974,-972531.438510683
26102.2131400507,-972743.713256236
26069.5947223128,-972951.539006775
26034.6259461126,-973156.129103739
25997.9737858385,-973358.398818216
25921.4745675765,-973758.527591032
25643.6198509778,-975145.442492019
25526.9498442933,-975744.513474811
25453.2846365427,-976151.204050237
25418.7753196925,-976358.664014288
25386.587397885,-976570.228580972
25356.4289922588,-976792.916854443
25328.6917164227,-977019.893731953
25302.7001294199,-977249.977513178
25254.0330483395,-977716.112909902
25184.9436341135,-978422.610202104
25049.6989502044,-979841.52421343
25005.7410071966,-980315.168611236
24964.283035411,-980790.218798222
24945.3779405209,-981028.807757205
24928.4359341162,-981268.558307836
24914.2608573547,-981509.95584008
24903.9151561038,-981753.640757679
24898.3606339986,-981993.367921688
24896.4680961182,-982235.284197432
24897.2562921089,-982478.800806509
24904.0656126173,-982968.951668145
24920.8873359911,-983708.106282644
24979.5354272963,-985930.89638527
25010.6379434382,-987166.378934843
25034.189557321,-988156.063644191
25073.1244300636,-989890.940830187
25085.6822944055,-990384.001770303
25101.8575132533,-990870.759688459
25112.5704923991,-991109.582975019
25126.1073884241,-991343.51360468
25143.6303848471,-991570.544355291
25166.6836727785,-991788.008355506
25197.2917133295,-991992.408554369
25237.0901602908,-992180.922824878
25284.4509794677,-992356.373351784
25337.355011197,-992522.257523672
25394.2614517323,-992681.242674643
25454.0101518196,-992835.336264181
25515.7392997073,-992986.02995926
25578.8171098887,-993134.417451641
25707.3231427472,-993427.208113313
26162.7824006946,-994443.079289493
26487.0280314123,-995171.728706078
27392.2102431385,-997223.148886746
27587.8069642972,-997653.346194654
27720.1649380897,-997927.16207695
27787.4410781007,-998056.659226245
27855.8082543931,-998178.727266242
27927.4718309001,-998294.818331039
28000.2807255621,-998403.101304346
28073.9288928343,-998505.689459884
28148.1853589619,-998604.178271904
28297.8820366533,-998793.290750314
28901.7767996187,-999518.305870169
29127.1767129598,-999797.371983638
29275.1911409192,-999996.848836737
29347.8316137673,-1000104.61065332
29419.0529760131,-1000220.65842746
29488.3168325318,-1000348.10553464
29552.7461086938,-1000484.00937643
29615.3455163143,-1000630.58436752
29676.6074454354,-1000784.99405441
29796.5338024521,-1001109.16344453
29914.5502500624,-1001444.85076405
30031.7606344872,-1001785.69646048
30558.1461107095,-1003329.76376876
30732.1765811957,-1003849.16174538
30845.9739967865,-1004202.38007255
30901.6027542659,-1004382.95200292
30956.6409271575,-1004568.95766515
31064.1246350639,-1004949.08486605
31274.0960765106,-1005725.25450135
32003.9908385817,-1008463.8193391
32635.2417080811,-1010805.23534596
32791.4044383664,-1011393.89081255
32892.2007955568,-1011791.66428523
32940.5925450282,-1011993.70940864
32986.907782724,-1012198.98983922
33030.3663828008,-1012408.69412625
33069.9520891163,-1012624.36475951
33103.9742239865,-1012841.09684395
33134.3820986146,-1013063.33797814
33162.216438844,-1013289.44145908
33188.3338481945,-1013518.02078348
33263.386507558,-1014206.60659495
33289.5016383106,-1014433.01933054
33317.3890540839,-1014655.44958472
33347.9815190315,-1014871.96785094
33382.4349415653,-1015080.1430044
33422.2028032141,-1015276.89057176
33470.6188030407,-1015467.52029275
33524.8253756012,-1015645.74816211
33583.2745758981,-1015814.91112748
33644.7870882779,-1015977.54838197
33708.4764942643,-1016135.56541541
33773.6857710588,-1016290.37387715
33974.260782307,-1016744.48404595
34585.0385903334,-1018089.44796409
35263.6084757944,-1019585.9905758
35533.6916804691,-1020190.48334662
35666.3934187763,-1020501.25093024
35731.4237520567,-1020661.3370846
35795.0823156913,-1020826.27312046
35856.8504557744,-1020997.86756168
35915.3220876166,-1021174.48762518
35971.9637175357,-1021357.57670148
36027.2778032372,-1021545.40651046
36135.3708765365,-1021930.34262884
36241.6855166254,-1022322.25774427
36666.0823896526,-1023907.4201543
37096.8663039107,-1025493.27223476
37199.5580326604,-1025886.94766545
37247.5769951973,-1026082.2788985
37291.886939692,-1026275.96365643
37330.8492732615,-1026467.29387709
37362.2594775093,-1026655.31552941
37383.1892105435,-1026838.76023002
37389.8003106697,-1027015.96431981
37378.3815309692,-1027190.95018678
37351.8300773209,-1027359.35135501
37314.3045770277,-1027522.97874242
37268.9489020044,-1027683.20109622
37218.106232306,-1027841.03813852
